original_chip_id,dates,lc,x_center,y_center,epsg,chip_id
110887,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,559920.0,32635,1266
110886,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,559920.0,32635,1267
110885,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,559920.0,32635,1268
110884,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,559920.0,32635,1269
110883,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,559920.0,32635,1270
110882,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,559920.0,32635,1271
110881,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,559920.0,32635,1272
110880,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,559920.0,32635,1273
110879,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,559920.0,32635,1274
110878,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,560920.0,32635,1275
110877,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,560920.0,32635,1276
110876,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,560920.0,32635,1277
110875,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,560920.0,32635,1278
110874,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,560920.0,32635,1279
110873,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,560920.0,32635,1280
110872,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,560920.0,32635,1281
110871,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,560920.0,32635,1282
110870,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,560920.0,32635,1283
110869,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,561920.0,32635,1284
110868,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,561920.0,32635,1285
110867,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,561920.0,32635,1286
110866,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,561920.0,32635,1287
110865,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,561920.0,32635,1288
110864,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,561920.0,32635,1289
110863,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,561920.0,32635,1290
110862,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,561920.0,32635,1291
110861,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,561920.0,32635,1292
110860,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,562920.0,32635,1293
110859,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,562920.0,32635,1294
110858,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,562920.0,32635,1295
110857,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,562920.0,32635,1296
110856,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,562920.0,32635,1297
110855,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,562920.0,32635,1298
110854,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,562920.0,32635,1299
110853,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,562920.0,32635,1300
110852,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,562920.0,32635,1301
110851,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,563920.0,32635,1302
110850,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,563920.0,32635,1303
110849,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,563920.0,32635,1304
110848,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,563920.0,32635,1305
110847,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,563920.0,32635,1306
110846,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,563920.0,32635,1307
110845,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,563920.0,32635,1308
110844,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,563920.0,32635,1309
110843,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,563920.0,32635,1310
110842,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,564920.0,32635,1311
110841,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,564920.0,32635,1312
110840,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,564920.0,32635,1313
110839,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,564920.0,32635,1314
110838,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,564920.0,32635,1315
110837,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,564920.0,32635,1316
110836,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,564920.0,32635,1317
110835,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,564920.0,32635,1318
110834,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,564920.0,32635,1319
110833,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,565920.0,32635,1320
110832,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,565920.0,32635,1321
110831,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,565920.0,32635,1322
110830,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,565920.0,32635,1323
110829,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,565920.0,32635,1324
110828,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,565920.0,32635,1325
110827,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,565920.0,32635,1326
110826,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,565920.0,32635,1327
110825,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,565920.0,32635,1328
110824,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,566920.0,32635,1329
110823,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,566920.0,32635,1330
110822,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,566920.0,32635,1331
110821,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,566920.0,32635,1332
110820,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,566920.0,32635,1333
110819,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,566920.0,32635,1334
110818,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,566920.0,32635,1335
110817,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,566920.0,32635,1336
110816,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,566920.0,32635,1337
110815,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,567920.0,32635,1338
110814,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,567920.0,32635,1339
110813,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,567920.0,32635,1340
110812,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,567920.0,32635,1341
110811,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,567920.0,32635,1342
110810,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,567920.0,32635,1343
110809,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,567920.0,32635,1344
110808,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,567920.0,32635,1345
110807,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,567920.0,32635,1346
110806,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,568920.0,32635,1347
110805,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,568920.0,32635,1348
110804,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,568920.0,32635,1349
110803,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,568920.0,32635,1350
110802,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,568920.0,32635,1351
110801,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,568920.0,32635,1352
110800,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,568920.0,32635,1353
110799,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,568920.0,32635,1354
110798,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,568920.0,32635,1355
110797,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,569920.0,32635,1356
110796,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,569920.0,32635,1357
110795,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,569920.0,32635,1358
110794,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,569920.0,32635,1359
110793,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,569920.0,32635,1360
110792,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,569920.0,32635,1361
110791,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,569920.0,32635,1362
110790,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,569920.0,32635,1363
110789,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,569920.0,32635,1364
110788,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,570920.0,32635,1365
110787,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,570920.0,32635,1366
110786,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,570920.0,32635,1367
110785,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,570920.0,32635,1368
110784,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,570920.0,32635,1369
110783,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,570920.0,32635,1370
110782,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,570920.0,32635,1371
110781,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,570920.0,32635,1372
110780,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,570920.0,32635,1373
110779,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,571920.0,32635,1374
110778,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,571920.0,32635,1375
110777,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,571920.0,32635,1376
110776,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,571920.0,32635,1377
110775,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,571920.0,32635,1378
110774,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,571920.0,32635,1379
110773,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,571920.0,32635,1380
110772,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,571920.0,32635,1381
110771,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,571920.0,32635,1382
110770,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,572920.0,32635,1383
110769,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,572920.0,32635,1384
110768,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,572920.0,32635,1385
110767,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,572920.0,32635,1386
110766,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,572920.0,32635,1387
110765,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,572920.0,32635,1388
110764,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,572920.0,32635,1389
110763,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,572920.0,32635,1390
110762,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,572920.0,32635,1391
110761,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,573920.0,32635,1392
110760,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,573920.0,32635,1393
110759,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,573920.0,32635,1394
110758,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,573920.0,32635,1395
110757,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,573920.0,32635,1396
110756,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,573920.0,32635,1397
110755,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,573920.0,32635,1398
110754,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,573920.0,32635,1399
110753,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,573920.0,32635,1400
110752,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,574920.0,32635,1401
110751,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,574920.0,32635,1402
110750,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,574920.0,32635,1403
110749,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,574920.0,32635,1404
110748,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,574920.0,32635,1405
110747,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,574920.0,32635,1406
110746,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,574920.0,32635,1407
110745,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,574920.0,32635,1408
110744,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,574920.0,32635,1409
110743,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,575920.0,32635,1410
110742,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,575920.0,32635,1411
110741,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,575920.0,32635,1412
110740,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,575920.0,32635,1413
110739,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,575920.0,32635,1414
110738,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,575920.0,32635,1415
110737,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,575920.0,32635,1416
110736,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,575920.0,32635,1417
110735,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,575920.0,32635,1418
110734,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,576920.0,32635,1419
110733,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,576920.0,32635,1420
110732,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,576920.0,32635,1421
110731,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,576920.0,32635,1422
110730,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,576920.0,32635,1423
110729,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,576920.0,32635,1424
110728,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,576920.0,32635,1425
110727,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,576920.0,32635,1426
110726,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,576920.0,32635,1427
110725,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,577920.0,32635,1428
110724,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,577920.0,32635,1429
110723,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,577920.0,32635,1430
110722,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,577920.0,32635,1431
110721,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,577920.0,32635,1432
110720,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,577920.0,32635,1433
110719,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,577920.0,32635,1434
110718,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,577920.0,32635,1435
110717,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,577920.0,32635,1436
110716,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,578920.0,32635,1437
110715,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,578920.0,32635,1438
110714,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,578920.0,32635,1439
110713,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,578920.0,32635,1440
110712,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,578920.0,32635,1441
110711,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,578920.0,32635,1442
110710,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,578920.0,32635,1443
110709,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,578920.0,32635,1444
110708,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,579920.0,32635,1445
110707,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,579920.0,32635,1446
110706,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,579920.0,32635,1447
110705,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,579920.0,32635,1448
110704,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,579920.0,32635,1449
110703,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,579920.0,32635,1450
110702,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,579920.0,32635,1451
110701,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,579920.0,32635,1452
110700,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,579920.0,32635,1453
110699,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,580920.0,32635,1454
110698,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,580920.0,32635,1455
110697,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,580920.0,32635,1456
110696,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,580920.0,32635,1457
110695,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,580920.0,32635,1458
110694,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,580920.0,32635,1459
110693,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,580920.0,32635,1460
110692,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,580920.0,32635,1461
110691,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,580920.0,32635,1462
110690,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,581920.0,32635,1463
110689,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,581920.0,32635,1464
110688,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,581920.0,32635,1465
110687,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,581920.0,32635,1466
110686,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,581920.0,32635,1467
110685,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,581920.0,32635,1468
110684,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,581920.0,32635,1469
110683,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,581920.0,32635,1470
110682,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,581920.0,32635,1471
110681,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,582920.0,32635,1472
110680,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,582920.0,32635,1473
110679,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,582920.0,32635,1474
110678,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,582920.0,32635,1475
110677,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,582920.0,32635,1476
110676,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,582920.0,32635,1477
110675,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,582920.0,32635,1478
110674,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,582920.0,32635,1479
110673,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,582920.0,32635,1480
110672,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,583920.0,32635,1481
110671,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,583920.0,32635,1482
110670,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,583920.0,32635,1483
110669,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,583920.0,32635,1484
110668,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,583920.0,32635,1485
110667,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,583920.0,32635,1486
110666,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,583920.0,32635,1487
110665,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,583920.0,32635,1488
110664,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,583920.0,32635,1489
110663,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,584920.0,32635,1490
110662,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,584920.0,32635,1491
110661,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,584920.0,32635,1492
110660,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,584920.0,32635,1493
110659,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,584920.0,32635,1494
110658,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,584920.0,32635,1495
110657,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,584920.0,32635,1496
110656,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,584920.0,32635,1497
110655,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,584920.0,32635,1498
110654,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,585920.0,32635,1499
110653,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,585920.0,32635,1500
110652,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,585920.0,32635,1501
110651,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,585920.0,32635,1502
110650,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,585920.0,32635,1503
110649,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,585920.0,32635,1504
110648,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,585920.0,32635,1505
110647,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,585920.0,32635,1506
110646,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,585920.0,32635,1507
110645,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,586920.0,32635,1508
110644,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,586920.0,32635,1509
110643,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,586920.0,32635,1510
110642,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,586920.0,32635,1511
110641,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,586920.0,32635,1512
110640,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,586920.0,32635,1513
110639,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,586920.0,32635,1514
110638,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,586920.0,32635,1515
110637,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,586920.0,32635,1516
110636,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,587920.0,32635,1517
110635,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,587920.0,32635,1518
110634,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,587920.0,32635,1519
110633,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,587920.0,32635,1520
110632,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,587920.0,32635,1521
110631,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,587920.0,32635,1522
110630,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,587920.0,32635,1523
110629,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,587920.0,32635,1524
110628,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,587920.0,32635,1525
110627,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,588920.0,32635,1526
110626,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,588920.0,32635,1527
110625,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,588920.0,32635,1528
110624,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,588920.0,32635,1529
110623,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,588920.0,32635,1530
110622,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,588920.0,32635,1531
110621,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,588920.0,32635,1532
110620,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,588920.0,32635,1533
110619,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,588920.0,32635,1534
110618,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,589920.0,32635,1535
110617,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,589920.0,32635,1536
110616,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,589920.0,32635,1537
110615,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,589920.0,32635,1538
110614,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,589920.0,32635,1539
110613,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,589920.0,32635,1540
110612,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,589920.0,32635,1541
110611,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,589920.0,32635,1542
110610,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,590920.0,32635,1543
110609,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,590920.0,32635,1544
110608,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,590920.0,32635,1545
110607,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,590920.0,32635,1546
110606,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,590920.0,32635,1547
110605,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,590920.0,32635,1548
110604,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,590920.0,32635,1549
110603,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,590920.0,32635,1550
110602,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,591920.0,32635,1551
110601,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,591920.0,32635,1552
110600,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,591920.0,32635,1553
110599,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,591920.0,32635,1554
110598,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,591920.0,32635,1555
110597,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,591920.0,32635,1556
110596,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,591920.0,32635,1557
110595,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,591920.0,32635,1558
110594,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,591920.0,32635,1559
110593,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,592920.0,32635,1560
110592,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,592920.0,32635,1561
110591,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,592920.0,32635,1562
110590,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,592920.0,32635,1563
110589,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,592920.0,32635,1564
110588,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,592920.0,32635,1565
110587,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,592920.0,32635,1566
110586,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,592920.0,32635,1567
110585,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,592920.0,32635,1568
110584,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,593920.0,32635,1569
110583,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,593920.0,32635,1570
110582,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,593920.0,32635,1571
110581,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,593920.0,32635,1572
110580,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,593920.0,32635,1573
110579,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,593920.0,32635,1574
110578,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,593920.0,32635,1575
110577,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,593920.0,32635,1576
110576,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,593920.0,32635,1577
110575,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,594920.0,32635,1578
110574,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,594920.0,32635,1579
110573,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,594920.0,32635,1580
110572,"['20230214', '20230525', '20230828', '20231221']",2,706160.0,594920.0,32635,1581
110571,"['20230214', '20230525', '20230828', '20231221']",2,705160.0,594920.0,32635,1582
110570,"['20230214', '20230525', '20230828', '20231221']",2,704160.0,594920.0,32635,1583
110569,"['20230214', '20230525', '20230828', '20231221']",2,703160.0,594920.0,32635,1584
110568,"['20230214', '20230525', '20230828', '20231221']",2,702160.0,594920.0,32635,1585
110567,"['20230214', '20230525', '20230828', '20231221']",2,701160.0,594920.0,32635,1586
110566,"['20230214', '20230525', '20230828', '20231221']",2,709160.0,595920.0,32635,1587
110565,"['20230214', '20230525', '20230828', '20231221']",2,708160.0,595920.0,32635,1588
110564,"['20230214', '20230525', '20230828', '20231221']",2,707160.0,595920.0,32635,1589
