,location,event_type,band,date,path,geometry
155,Carrascal,pre,B04,2023-07-28,/workspace/Rufai/data/S2-WCD/Carrascal/img1_cropped/T29TNE_20230728T112119_B04.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
156,Carrascal,pre,B10,2023-07-28,/workspace/Rufai/data/S2-WCD/Carrascal/img1_cropped/T29TNE_20230728T112119_B10.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
157,Carrascal,pre,B06,2023-07-28,/workspace/Rufai/data/S2-WCD/Carrascal/img1_cropped/T29TNE_20230728T112119_B06.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
158,Carrascal,pre,B02,2023-07-28,/workspace/Rufai/data/S2-WCD/Carrascal/img1_cropped/T29TNE_20230728T112119_B02.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
159,Carrascal,pre,B09,2023-07-28,/workspace/Rufai/data/S2-WCD/Carrascal/img1_cropped/T29TNE_20230728T112119_B09.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
160,Carrascal,pre,B01,2023-07-28,/workspace/Rufai/data/S2-WCD/Carrascal/img1_cropped/T29TNE_20230728T112119_B01.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
161,Carrascal,pre,B07,2023-07-28,/workspace/Rufai/data/S2-WCD/Carrascal/img1_cropped/T29TNE_20230728T112119_B07.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
162,Carrascal,post,B02,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B02.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
163,Carrascal,post,B04,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B04.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
164,Carrascal,post,B10,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B10.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
165,Carrascal,post,B07,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B07.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
166,Carrascal,post,B08,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B08.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
167,Carrascal,post,B01,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B01.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
168,Carrascal,post,B06,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B06.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
169,Carrascal,post,B11,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B11.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
170,Carrascal,post,B05,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B05.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
171,Carrascal,post,B03,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B03.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
172,Carrascal,post,B09,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B09.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
173,Carrascal,post,B12,2023-08-12,/workspace/Rufai/data/S2-WCD/Carrascal/img2_cropped/T29TNE_20230812T112121_B12.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
174,Carrascal,mask,,,/workspace/Rufai/data/S2-WCD/Carrascal/cm/cm.tif,"POLYGON ((-1.7666140159960733 39.73749824748996, -1.764898011717962 39.833523973317924, -1.8894542627078468 39.83478327591005, -1.8909973045809274 39.73875329308364, -1.7666140159960733 39.73749824748996))"
175,Cohilva_1,pre,B06,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B06.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
176,Cohilva_1,pre,B04,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B04.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
177,Cohilva_1,pre,B03,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B03.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
178,Cohilva_1,pre,B11,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B11.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
179,Cohilva_1,pre,B10,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B10.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
180,Cohilva_1,pre,B09,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B09.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
181,Cohilva_1,pre,B08,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B08.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
182,Cohilva_1,pre,B07,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B07.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
183,Cohilva_1,pre,B01,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B01.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
184,Cohilva_1,pre,B02,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B02.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
185,Cohilva_1,pre,B12,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B12.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
186,Cohilva_1,pre,B05,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_1/img1_cropped/T29TPE_20220802T112119_B05.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
187,Cohilva_1,post,B01,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B01.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
188,Cohilva_1,post,B02,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B02.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
189,Cohilva_1,post,B08,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B08.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
190,Cohilva_1,post,B05,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B05.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
191,Cohilva_1,post,B09,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B09.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
192,Cohilva_1,post,B03,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B03.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
193,Cohilva_1,post,B04,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B04.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
194,Cohilva_1,post,B07,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B07.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
195,Cohilva_1,post,B11,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B11.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
196,Cohilva_1,post,B10,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B10.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
197,Cohilva_1,post,B12,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B12.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
198,Cohilva_1,post,B06,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_1/img2_cropped/T29TPE_20220822T112119_B06.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
199,Cohilva_1,mask,,,/workspace/Rufai/data/S2-WCD/Cohilva_1/cm/cm.tif,"POLYGON ((-1.466300776005541 40.30726432772822, -1.4641235668819126 40.40326838295357, -1.5897088527779766 40.40486864511841, -1.5917081861583375 40.30885920036772, -1.466300776005541 40.30726432772822))"
200,Cohilva_2,pre,B06,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B06.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
201,Cohilva_2,pre,B04,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B04.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
202,Cohilva_2,pre,B03,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B03.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
203,Cohilva_2,pre,B11,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B11.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
204,Cohilva_2,pre,B10,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B10.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
205,Cohilva_2,pre,B09,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B09.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
206,Cohilva_2,pre,B08,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B08.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
207,Cohilva_2,pre,B07,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B07.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
208,Cohilva_2,pre,B01,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B01.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
209,Cohilva_2,pre,B02,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B02.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
210,Cohilva_2,pre,B12,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B12.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
211,Cohilva_2,pre,B05,2022-08-02,/workspace/Rufai/data/S2-WCD/Cohilva_2/img1_cropped/T29TPE_20220802T112119_B05.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
212,Cohilva_2,post,B01,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B01.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
213,Cohilva_2,post,B02,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B02.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
214,Cohilva_2,post,B08,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B08.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
215,Cohilva_2,post,B05,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B05.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
216,Cohilva_2,post,B09,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B09.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
217,Cohilva_2,post,B03,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B03.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
218,Cohilva_2,post,B04,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B04.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
219,Cohilva_2,post,B07,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B07.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
220,Cohilva_2,post,B11,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B11.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
221,Cohilva_2,post,B10,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B10.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
222,Cohilva_2,post,B12,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B12.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
223,Cohilva_2,post,B06,2022-08-22,/workspace/Rufai/data/S2-WCD/Cohilva_2/img2_cropped/T29TPE_20220822T112119_B06.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
224,Cohilva_2,mask,,,/workspace/Rufai/data/S2-WCD/Cohilva_2/cm/cm.tif,"POLYGON ((-1.302204731075026 40.304971992154975, -1.2997948345826715 40.40096830137406, -1.4253662105622642 40.40274696130886, -1.427598306328693 40.30674466212575, -1.302204731075026 40.304971992154975))"
225,Ebo,pre,B03,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B03.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
226,Ebo,pre,B04,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B04.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
227,Ebo,pre,B05,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B05.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
228,Ebo,pre,B11,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B11.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
229,Ebo,pre,B08,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B08.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
230,Ebo,pre,B02,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B02.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
231,Ebo,pre,B06,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B06.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
232,Ebo,pre,B10,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B10.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
233,Ebo,pre,B12,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B12.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
234,Ebo,pre,B01,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B01.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
235,Ebo,pre,B07,2022-08-08,/workspace/Rufai/data/S2-WCD/Ebo/img1_cropped/T30SYJ_20220808T104631_B07.tif,"POLYGON ((-0.1993325391909825 38.787349583081784, -0.1955666999127931 38.883298187829205, -0.3183327760621967 38.886184167947675, -0.3219342548911134 38.79022574888166, -0.1993325391909825 38.787349583081784))"
